medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	observations
152839013	Benign neoplasm of skin of abdomen	B7653	B765300	92344000	3000
290479014	Benign neoplasm of skin of arm	B766-1	B766.11	92346003	90
290456013	Benign neoplasm of skin of auricle	B7620	B762000	189057002	400
152842019	Benign neoplasm of skin of axilla	B7650	B765000	92347007	1000
152843012	Benign neoplasm of skin of back	B7659	B765900	92348002	7000
152844018	Benign neoplasm of skin of breast	B7651	B765100	92349005	1000
152845017	Benign neoplasm of skin of buttock	B7657	B765700	92350005	500
152846016	Benign neoplasm of skin of cheek	B7632	B763200	92351009	6000
152847013	Benign neoplasm of skin of chest	B7652	B765200	92352002	4000
152848015	Benign neoplasm of skin of chin	B7635	B763500	92353007	1000
4002111000006117	Benign neoplasm of skin of ear	^ESCTBE400211		92354001	8
406272011	Benign neoplasm of skin of ear and external auditory meatus	B762	B762.00	271477007	500
290457016	Benign neoplasm of skin of external auditory meatus	B7621	B762100	189058007	200
152852015	Benign neoplasm of skin of eyebrow	B7633	B763300	92357008	500
4002141000006118	Benign neoplasm of skin of eyelid	^ESCTBE400214		92358003	3
290459018	Benign neoplasm of skin of face	B763	B763.00	92359006	4000
290463013	Benign neoplasm of skin of face NOS	B763z	B763z00	297134004	1000
152857014	Benign neoplasm of skin of foot	B7674	B767400	92361002	700
4002181000006112	Benign neoplasm of skin of forearm	^ESCTBE400218		92362009	20
1235730010	Benign neoplasm of skin of fore-arm	B7662	B766200	92362009	2000
152859012	Benign neoplasm of skin of forehead	B7630	B763000	92363004	2000
152860019	Benign neoplasm of skin of groin	B7655	B765500	92364005	500
152861015	Benign neoplasm of skin of hand	B7663	B766300	92365006	500
5836671000006115	Benign neoplasm of skin of head and neck	^ESCTBE583667		297134004	30
152862010	Benign neoplasm of skin of hip	B7670	B767000	92366007	300
509960016	Benign neoplasm of skin of hip and lower limb	B767	B767.00	92370004	400
290486018	Benign neoplasm of skin of hip or lower limb NOS	B767z	B767z00	92370004	90
152863017	Benign neoplasm of skin of knee	B7672	B767200	92367003	400
509959014	Benign neoplasm of skin of leg	B767-1	B767.11	92370004	100
152865012	Benign neoplasm of skin of lip	B760	B760.00	92369000	5000
290485019	Benign neoplasm of skin of lower leg	B7673	B767300	189084001	2000
4002261000006114	Benign neoplasm of skin of lower limb	^ESCTBE400226		92370004	20
152868014	Benign neoplasm of skin of neck	B7641	B764100	92371000	5000
152869018	Benign neoplasm of skin of nose	B7631	B763100	92372007	2000
152870017	Benign neoplasm of skin of perineum	B7656	B765600	92373002	200
4002331000006113	Benign neoplasm of skin of scalp	^ESCTBE400233		92375009	100
13789901000006111	Benign neoplasm of skin of scrotum	^ESCT1378990		189138008	5
152873015	Benign neoplasm of skin of shoulder	B7660	B766000	92376005	2000
290462015	Benign neoplasm of skin of temple	B7634	B763400	189062001	1000
152875010	Benign neoplasm of skin of thigh	B7671	B767100	92378006	3000
4002391000006112	Benign neoplasm of skin of trunk	^ESCTBE400239		92380000	20
290466017	Benign neoplasm of skin of trunk, excluding scrotum	B765	B765.00	189066003	1000
290477011	Benign neoplasm of skin of trunk, excluding scrotum, NOS	B765z	B765z00	189066003	2000
152879016	Benign neoplasm of skin of umbilicus	B7654	B765400	92381001	400
290481011	Benign neoplasm of skin of upper arm	B7661	B766100	189080005	2000
290478018	Benign neoplasm of skin of upper limb and shoulder	B766	B766.00	189078004	800
290484015	Benign neoplasm of skin of upper limb or shoulder NOS	B766z	B766z00	189078004	200
406269016	Benign neoplasm of skull and facial bones	B730	B730.00	271474000	400
290292014	Benign neoplasm of skull or facial bone NOS	B730z	B730z00	271474000	90
366991000006117	Benign neoplasm of small intestine	ByuG3	ByuG300	92385005	20
508901000006110	Benign neoplasm of small intestine and duodenum	B712	B712.00	92385005	100
290131014	Benign neoplasm of small intestine or duodenum NOS	B712z	B712z00	92151003	30
152887015	Benign neoplasm of soft palate	B7045	B704500	92386006	700
290401013	Benign neoplasm of soft tissue	B75	B75..00	92069005	10000
4002521000006117	Benign neoplasm of soft tissues of abdomen	^ESCTBE400252		92387002	2
4002681000006119	Benign neoplasm of soft tissues of lower limb	^ESCTBE400268		92394004	6
4002801000006112	Benign neoplasm of soft tissues of shoulder	^ESCTBE400280		92398001	3
4002881000006115	Benign neoplasm of soft tissues of upper limb	^ESCTBE400288		92401003	1
152904014	Benign neoplasm of spermatic cord	B7Cy1	B7Cy100	92402005	200
152905010	Benign neoplasm of sphenoid bone	B7303	B730300	92403000	100
152906011	Benign neoplasm of sphenoidal sinus	B7206	B720600	92404006	50
290175013	Benign neoplasm of sphincter of Oddi	B7156	B715600	188846003	50
152907019	Benign neoplasm of spinal cord	B7F3	B7F3.00	92405007	1000
7107261000006110	Benign neoplasm of spinal intradural space	^ESCTBE710726		429691007	2
152908012	Benign neoplasm of spinal meninges	B7F4	B7F4.00	92406008	100
290628014	Benign neoplasm of spinal meninges NOS	B7F4z	B7F4z00	92406008	8
380311018	Benign neoplasm of spine	B732-1	B732.11	255178004	100
14467141000006112	Benign neoplasm of spine	^ESCT1446714		1157065006	2
152914017	Benign neoplasm of splenic flexure of colon	B7137	B713700	92409001	100
152915016	Benign neoplasm of sternum	B733-1	B733.11	92410006	30
152916015	Benign neoplasm of stomach	B711	B711.00	92411005	2000
290120018	Benign neoplasm of stomach NOS	B711z	B711z00	92411005	200
152919010	Benign neoplasm of sublingual gland	B7022	B702200	92413008	70
509974011	Benign neoplasm of submandibular gland	B7021	B702100	92415001	400
4003191000006118	Benign neoplasm of submandibular lymph nodes	^ESCTBE400319		92414002	1
4003201000006115	Benign neoplasm of submaxillary gland	^ESCTBE400320		92415001	6
290264016	Benign neoplasm of superior mediastinum	B7250	B725000	188897006	20
152930013	Benign neoplasm of tail of pancreas	B7162	B716200	92423004	200
152931012	Benign neoplasm of talus	B7381	B738100	92424005	30
152934016	Benign neoplasm of temporal bone	B7304	B730400	92426007	100
152936019	Benign neoplasm of testis	B7C0	B7C0.00	92428008	400
4003581000006110	Benign neoplasm of thigh	^ESCTBE400358		92434001	1
290301012	Benign neoplasm of thoracic vertebra	B7321	B732100	188926009	70
5355451000006117	Benign neoplasm of thorax	^ESCTBE535545		255059002	2
152948016	Benign neoplasm of thymus	B726	B726.00	92437008	100
4003661000006116	Benign neoplasm of thyroglossal duct	^ESCTBE400366		92438003	1
290237017	Benign neoplasm of thyroid cartilage	B7210	B721000	188877001	50
152950012	Benign neoplasm of thyroid gland	B7G	B7G..00	92439006	8000
152951011	Benign neoplasm of tibia	B7371	B737100	92440008	300
152954015	Benign neoplasm of tongue	B701	B701.00	92443005	2000
290031011	Benign neoplasm of tongue NOS	B701z	B701z00	92443005	400
152744012	Benign neoplasm of tonsil	B705	B705.00	92263001	400
152956018	Benign neoplasm of tonsillar fossa	B7060	B706000	92444004	200
4003801000006116	Benign neoplasm of tonsillar pillar	^ESCTBE400380		92445003	1
152958017	Benign neoplasm of trachea	B722	B722.00	92446002	60
152961016	Benign neoplasm of transverse colon	B7131	B713100	92448001	200
152962011	Benign neoplasm of trapezium	B7354	B735400	92449009	10
290326015	Benign neoplasm of trapezoid	B7355	B735500	188949006	2
290323011	Benign neoplasm of triquetrum	B7352	B735200	188946004	7
152970018	Benign neoplasm of ulna	B7343	B734300	92455004	20
1217252010	Benign neoplasm of upper 1/3 of oesophagus	B7101	B710100	92462008	10
152972014	Benign neoplasm of upper gum	B7040	B704000	92457007	500
290256010	Benign neoplasm of upper lobe bronchus and lung	B7232	B723200	188889004	90
4004111000006114	Benign neoplasm of upper third of oesophagus	^ESCTBE400411		92462008	5
152980019	Benign neoplasm of urachus	B7Dy2	B7Dy200	92463003	20
152981015	Benign neoplasm of ureter	B7D2	B7D2.00	92464009	20
152983017	Benign neoplasm of urethra	B7Dy0	B7Dy000	92466006	80
4004351000006113	Benign neoplasm of urinary tract	^ESCTBE400435		92468007	1
3996491000006112	Benign neoplasm of uterine cervix	^ESCTBE399649		92056006	7
290533019	Benign neoplasm of uterine fundus NEC	B7912	B791200	92470003	30
290536010	Benign neoplasm of uterus	B79z	B79z.00	92470003	200
152992019	Benign neoplasm of uvula	B7046	B704600	92472006	1000
152993012	Benign neoplasm of vagina	B7B1	B7B1.00	92473001	200
152996016	Benign neoplasm of vallecula	B7063	B706300	92475008	70
152998015	Benign neoplasm of ventral surface of tongue	B7012	B701200	92477000	90
4004601000006115	Benign neoplasm of vermilion border of lower lip	^ESCTBE400460		92479002	6
4004681000006112	Benign neoplasm of vermilion border of upper lip	^ESCTBE400468		92480004	1
380312013	Benign neoplasm of vertebra	B732-2	B732.12	255178004	6
14467151000006114	Benign neoplasm of vertebra	^ESCT1446715		1157066007	1
290303010	Benign neoplasm of vertebral column NOS	B732z	B732z00	255178004	20
14467131000006119	Benign neoplasm of vertebral column region	^ESCT1446713		1157065006	1
509581000006119	Benign neoplasm of vertebral column, excluding sacrum and coccyx	B732	B732.00	269483007	80
1235718016	Benign neoplasm of vestibular fold	B7217	B721700	92101008	20
153002016	Benign neoplasm of vestibule of mouth	B7043	B704300	92481000	30
153004015	Benign neoplasm of visceral pleura	B7241	B724100	92483002	4
4004731000006119	Benign neoplasm of vocal cord	^ESCTBE400473		92484008	6
509451000006114	Benign neoplasm of vocal fold	B7218-2	B721812	92484008	300
153006018	Benign neoplasm of vomer	B730D	B730D00	92485009	1
153007010	Benign neoplasm of vulva	B7B2	B7B2.00	92486005	400
290560014	Benign neoplasm of vulva NOS	B7B2z	B7B2z00	92486005	60
290310016	Benign neoplasm of xiphoid process	B7333	B733300	188933009	100
153010015	Benign neoplasm of zygomatic bone	B7308	B730800	92488006	50
509521000006118	Benign neoplasm other endocrine gland and related structures	B7H	B7H..00	92085000	200
509531000006115	Benign neoplasm skin of ear or external auditory meatus NOS	B762z	B762z00	271477007	100
290407012	Benign neoplasm soft tissue of cervical spine	B7503	B750300	189024004	40
290423012	Benign neoplasm soft tissue of thoracic spine	B7530	B753000	189040001	30
290425017	Benign neoplasm soft tissues of lumbar spine	B7540	B754000	189042009	40
290555010	Benign neoplasm vagina NOS	B7B1z	B7B1z00	92473001	30
2561171000006113	Benign neoplasm, site unspecified	^ESCTBE256117		3898006	1
881171000006114	Benign neoplasms NOS	B7zz-99	B7zz.99	615121000000108	100
6636461000006118	Benign nerve sheath tumor - category	^ESCTBE663646		400193007	1
14465911000006115	Benign nerve sheath tumour	^ESCT1446591		1156940001	1
6636451000006115	Benign nerve sheath tumour - category	^ESCTBE663645		400193007	6
5355111000006113	Benign neuroendocrine tumour	^ESCTBE535511		255047001	4
7580471000006112	Benign notochordal tumor	^ESCTBE758047		703708006	1
314191000006114	Benign odontogenic tumour	BBZ0	BBZ0.00	74839008	200
4000311000006115	Benign orbital tumour	^ESCTBE400031		92258000	3
3995991000006111	Benign osseous and chondromatous tumour	^ESCTBE399599		92027006	40
4000411000006113	Benign ovarian tumor	^ESCTBE400041		92260003	2
1217190010	Benign ovarian tumour	B7A-99	B7A..99	92260003	200
7802391000006116	Benign phyllodes neoplasm of breast	^ESCTBE780239		720344007	1
2762531000006110	Benign phyllodes tumor	^ESCTBE276253		16566002	2
2762521000006112	Benign phyllodes tumour	^ESCTBE276252		16566002	20
8457241000006111	Benign phyllodes tumour of right breast	^ESCTBE845724		1081421000119102	1
4001351000006111	Benign prostatic tumor	^ESCTBE400135		92308005	1
4001341000006114	Benign prostatic tumour	^ESCTBE400134		92308005	2
4001731000006117	Benign retinal tumour	^ESCTBE400173		92321003	3
5966511000006114	Benign salivary neoplasm excised	^ESCTBE596651		307286004	4
6051641000006118	Benign skin appendage tumour morphology	^ESCTBE605164		314932004	1
5348941000006115	Benign skin tumour with eccrine differentiation	^ESCTBE534894		254715009	2
3270181000006114	Benign soft tissue tumour	^ESCTBE327018		47623001	1
5324221000006110	Benign squamous cell tumor	^ESCTBE532422		252994001	1
5324211000006119	Benign squamous cell tumour	^ESCTBE532421		252994001	10
7343971000006116	Benign stromal tumour	^ESCTBE734397		447644002	1
3823541000006113	Benign sweat gland tumour	^ESCTBE382354		81393009	2
4003471000006113	Benign testicular tumour	^ESCTBE400347		92428008	4
881131000006111	Benign thyroid tumour	B7G-99	B7G..99	92439006	200
3994931000006113	Benign tumor of adrenal gland	^ESCTBE399493		91967007	3
5511881000006118	Benign tumor of breast	^ESCTBE551188		269485000	1
3996671000006114	Benign tumor of colon	^ESCTBE399667		92065004	1
3999111000006117	Benign tumor of liver	^ESCTBE399911		92186001	1
4000801000006113	Benign tumor of parotid gland	^ESCTBE400080		92279000	1
4001361000006113	Benign tumor of prostate	^ESCTBE400136		92308005	3
4001501000006119	Benign tumor of pyriform fossa	^ESCTBE400150		92312004	1
4001621000006111	Benign tumor of rectum	^ESCTBE400162		92318000	1
5356771000006112	Benign tumor of salivary gland	^ESCTBE535677		255154009	1
4002451000006113	Benign tumor of skin	^ESCTBE400245		92384009	1
4003121000006115	Benign tumor of stomach	^ESCTBE400312		92411005	1
4003691000006112	Benign tumor of thyroid gland	^ESCTBE400369		92439006	3
3997501000006118	Benign tumor of ventricular band	^ESCTBE399750		92101008	1
2823821000006112	Benign tumour	^ESCTBE282382		20376005	300
317891000006111	Benign tumour cells	BB05	BB05.00	56696000	1000
3999441000006111	Benign tumour major salivary gland	^ESCTBE399944		92205005	5
313681000006116	Benign tumour morphology	BB00	BB00.00	3898006	700
5353951000006112	Benign tumour of acoustic vestibular nerve	^ESCTBE535395		254981002	5
3994921000006110	Benign tumour of adrenal gland	^ESCTBE399492		91967007	60
3995021000006110	Benign tumour of anal canal	^ESCTBE399502		91971005	3
5911461000006115	Benign tumour of anterior two-thirds of tongue - ventral surface	^ESCTBE591146		302819002	1
3995221000006118	Benign tumour of appendix	^ESCTBE399522		91981009	10
3995271000006117	Benign tumour of ascending colon	^ESCTBE399527		91985000	1
3995761000006118	Benign tumour of body of pancreas	^ESCTBE399576		92018005	1
3996011000006110	Benign tumour of bone and articular cartilage	^ESCTBE399601		92027006	50
290523010	Benign tumour of breast	B77z	B77z.00	269485000	4000
3996251000006119	Benign tumour of buccal mucosa	^ESCTBE399625		92039003	80
3996291000006113	Benign tumour of caecum	^ESCTBE399629		92040001	5
3996321000006116	Benign tumour of cardia	^ESCTBE399632		92042009	5
3996241000006116	Benign tumour of cheek mucosa	^ESCTBE399624		92039003	10
3996571000006110	Benign tumour of choroid	^ESCTBE399657		92059004	1
3996661000006119	Benign tumour of colon	^ESCTBE399666		92065004	20
3996751000006114	Benign tumour of conjunctiva	^ESCTBE399675		92068002	3
4755501000006114	Benign tumour of corpus cavernosum	^ESCTBE475550		189136007	40
4755471000006119	Benign tumour of corpus spongiosum	^ESCTBE475547		189135006	2
5357151000006116	Benign tumour of dermis	^ESCTBE535715		255186004	4
5356931000006111	Benign tumour of digestive organ	^ESCTBE535693		255167007	20
3997001000006114	Benign tumour of duodenum	^ESCTBE399700		92080005	6
5356821000006116	Benign tumour of ear, nose and throat	^ESCTBE535682		255156006	2
3997141000006110	Benign tumour of epididymis	^ESCTBE399714		92088003	2
3997271000006114	Benign tumour of Eustachian tube	^ESCTBE399727		92094006	1
4004671000006114	Benign tumour of external lower lip	^ESCTBE400467		92479002	3
5027931000006111	Benign tumour of eyelid	^ESCTBE502793		231824001	100
3997471000006113	Benign tumour of false cord	^ESCTBE399747		92101008	10
5590661000006115	Benign tumour of fibrous tissue	^ESCTBE559066		276798007	1
3997701000006112	Benign tumour of foreskin	^ESCTBE399770		92112008	20
4754001000006119	Benign tumour of fraenum of lower lip	^ESCTBE475400		188781005	4
4753861000006111	Benign tumour of fraenum of upper lip	^ESCTBE475386		188779008	9
3997781000006115	Benign tumour of frontal sinus	^ESCTBE399778		92115005	1
3998141000006114	Benign tumour of head of pancreas	^ESCTBE399814		92130001	3
3998181000006115	Benign tumour of heart	^ESCTBE399818		92132009	2
3998211000006116	Benign tumour of hepatic flexure	^ESCTBE399821		92133004	2
